timestamp,message
0.00,SIM_START
0.01,"[Sequencer] New Task, id_000, D-3, R-8, Normal"
0.74,"[Sequencer] New Task, id_001, R-4, R-6, Normal"
0.89,"[Sequencer] New Task, id_002, D-1, R-2, Normal"
1.06,"[Sequencer] New Task, id_003, R-4, R-2, Stat"
1.23,"[Sequencer] New Task, id_004, R-8, R-7, Stat"
1.38,"[Sequencer] New Task, id_005, R-1, R-7, Stat"
1.53,"[Sequencer] New Task, id_006, D-4, D-1, Normal"
1.69,"[Sequencer] New Task, id_007, D-4, D-1, Normal"
1.86,"[Sequencer] New Task, id_008, R-3, D-3, Stat"
2.02,"[Sequencer] New Task, id_009, R-4, R-3, Normal"
2.17,"[Sequencer] New Task, id_010, R-4, R-3, Stat"
2.34,"[Sequencer] New Task, id_011, R-6, R-3, Normal"
2.50,"[Sequencer] New Task, id_012, R-4, R-3, Normal"
2.66,"[Sequencer] New Task, id_013, R-4, R-3, Stat"
2.82,"[Sequencer] New Task, id_014, R-7, R-3, Stat"
2.99,"[Sequencer] New Task, id_015, R-8, R-7, Stat"
3.14,"[Sequencer] New Task, id_016, R-1, D-4, Normal"
3.30,"[Sequencer] New Task, id_017, R-7, R-6, Normal"
3.46,"[Sequencer] New Task, id_018, D-4, D-1, Normal"
3.62,"[Sequencer] New Task, id_019, R-4, R-1, Normal"
3.78,"[Sequencer] New Task, id_020, R-4, R-5, Stat"
3.93,"[Sequencer] New Task, id_021, R-2, D-2, Normal"
4.09,"[Sequencer] New Task, id_022, R-7, R-3, Stat"
4.26,"[Sequencer] New Task, id_023, R-4, R-6, Normal"
4.41,"[Sequencer] New Task, id_024, D-1, R-2, Normal"
4.57,"[Sequencer] New Task, id_025, D-1, R-2, Normal"
4.72,"[Sequencer] New Task, id_026, R-4, R-2, Stat"
4.89,"[Sequencer] New Task, id_027, D-1, R-2, Normal"
5.05,"[Sequencer] New Task, id_028, R-2, D-2, Normal"
5.20,"[Sequencer] New Task, id_029, R-2, D-4, Stat"
5.36,"[Sequencer] New Task, id_030, R-4, R-3, Stat"
5.52,"[Sequencer] New Task, id_031, D-4, D-1, Normal"
5.68,"[Sequencer] New Task, id_032, R-2, D-2, Normal"
5.83,"[Sequencer] New Task, id_033, R-8, D-3, Stat"
5.98,"[Sequencer] New Task, id_034, R-8, R-7, Stat"
6.15,"[Sequencer] New Task, id_035, R-6, D-1, Normal"
6.31,"[Sequencer] New Task, id_036, R-6, R-7, Normal"
6.46,"[Sequencer] New Task, id_037, R-7, R-1, Normal"
6.62,"[Sequencer] New Task, id_038, R-7, R-3, Stat"
6.78,"[Sequencer] New Task, id_039, R-4, R-2, Normal"
6.93,"[Sequencer] New Task, id_040, R-5, R-3, Normal"
7.09,"[Sequencer] New Task, id_041, R-3, D-3, Stat"
7.24,"[Sequencer] New Task, id_042, R-4, R-3, Normal"
