timestamp,message
0.00,SIM_START
0.01,"[Sequencer] New Task, id_000, D-3, R-8, Normal"
0.87,"[Sequencer] New Task, id_001, R-4, R-6, Normal"
1.13,"[Sequencer] New Task, id_002, D-1, R-2, Normal"
1.36,"[Sequencer] New Task, id_003, R-4, R-2, Stat"
1.59,"[Sequencer] New Task, id_004, R-8, R-7, Stat"
1.84,"[Sequencer] New Task, id_005, R-1, R-7, Stat"
2.07,"[Sequencer] New Task, id_006, D-4, D-1, Normal"
2.31,"[Sequencer] New Task, id_007, D-4, D-1, Normal"
2.55,"[Sequencer] New Task, id_008, R-3, D-3, Stat"
2.79,"[Sequencer] New Task, id_009, R-4, R-3, Normal"
3.02,"[Sequencer] New Task, id_010, R-4, R-3, Stat"
3.25,"[Sequencer] New Task, id_011, R-6, R-3, Normal"
3.50,"[Sequencer] New Task, id_012, R-4, R-3, Normal"
3.73,"[Sequencer] New Task, id_013, R-4, R-3, Stat"
3.97,"[Sequencer] New Task, id_014, R-7, R-3, Stat"
4.22,"[Sequencer] New Task, id_015, R-8, R-7, Stat"
4.44,"[Sequencer] New Task, id_016, R-1, D-4, Normal"
4.67,"[Sequencer] New Task, id_017, R-7, R-6, Normal"
4.92,"[Sequencer] New Task, id_018, D-4, D-1, Normal"
5.15,"[Sequencer] New Task, id_019, R-4, R-1, Normal"
5.41,"[Sequencer] New Task, id_020, R-4, R-5, Stat"
5.65,"[Sequencer] New Task, id_021, R-2, D-2, Normal"
5.94,"[Sequencer] New Task, id_022, R-7, R-3, Stat"
6.22,"[Sequencer] New Task, id_023, R-4, R-6, Normal"
6.47,"[Sequencer] New Task, id_024, D-1, R-2, Normal"
6.76,"[Sequencer] New Task, id_025, D-1, R-2, Normal"
6.99,"[Sequencer] New Task, id_026, R-4, R-2, Stat"
7.23,"[Sequencer] New Task, id_027, D-1, R-2, Normal"
7.47,"[Sequencer] New Task, id_028, R-2, D-2, Normal"
7.73,"[Sequencer] New Task, id_029, R-2, D-4, Stat"
7.96,"[Sequencer] New Task, id_030, R-4, R-3, Stat"
8.19,"[Sequencer] New Task, id_031, D-4, D-1, Normal"
8.44,"[Sequencer] New Task, id_032, R-2, D-2, Normal"
8.68,"[Sequencer] New Task, id_033, R-8, D-3, Stat"
8.91,"[Sequencer] New Task, id_034, R-8, R-7, Stat"
9.16,"[Sequencer] New Task, id_035, R-6, D-1, Normal"
9.39,"[Sequencer] New Task, id_036, R-6, R-7, Normal"
9.61,"[Sequencer] New Task, id_037, R-7, R-1, Normal"
9.85,"[Sequencer] New Task, id_038, R-7, R-3, Stat"
10.09,"[Sequencer] New Task, id_039, R-4, R-2, Normal"
10.31,"[Sequencer] New Task, id_040, R-5, R-3, Normal"
10.54,"[Sequencer] New Task, id_041, R-3, D-3, Stat"
10.78,"[Sequencer] New Task, id_042, R-4, R-3, Normal"
