timestamp,message
0.00,SIM_START
0.01,"[Sequencer] New Task, id_000, R-2, R-1, Stat"
2.16,"[Sequencer] New Task, id_001, R-4, R-3, Normal"
5.76,"[Sequencer] New Task, id_002, D-4, D-1, Normal"
9.12,"[Sequencer] New Task, id_003, R-7, R-1, Normal"
10.56,"[Sequencer] New Task, id_004, R-4, R-5, Normal"
13.68,"[Sequencer] New Task, id_005, R-4, D-4, Stat"
15.60,"[Sequencer] New Task, id_006, R-8, D-3, Stat"
19.68,"[Sequencer] New Task, id_007, R-1, R-4, Stat"
22.08,"[Sequencer] New Task, id_008, R-5, R-3, Normal"
26.16,"[Sequencer] New Task, id_009, R-6, R-2, Normal"
28.80,"[Sequencer] New Task, id_010, R-5, R-1, Stat"
31.92,"[Sequencer] New Task, id_011, R-2, R-8, Normal"
35.04,"[Sequencer] New Task, id_012, R-5, D-4, Stat"
38.40,"[Sequencer] New Task, id_013, R-4, R-2, Normal"
42.00,"[Sequencer] New Task, id_014, R-4, R-6, Normal"
46.32,"[Sequencer] New Task, id_015, R-4, R-2, Stat"
48.48,"[Sequencer] New Task, id_016, R-8, D-4, Stat"
50.16,"[Sequencer] New Task, id_017, R-6, R-7, Normal"
53.76,"[Sequencer] New Task, id_018, R-5, D-4, Normal"
57.12,"[Sequencer] New Task, id_019, D-3, R-3, Normal"
58.80,"[Sequencer] New Task, id_020, R-8, R-7, Stat"
62.40,"[Sequencer] New Task, id_021, D-4, D-1, Normal"
66.00,"[Sequencer] New Task, id_022, R-6, R-1, Normal"
70.32,"[Sequencer] New Task, id_023, R-1, R-7, Stat"
72.48,"[Sequencer] New Task, id_024, R-2, R-5, Stat"
74.40,"[Sequencer] New Task, id_025, D-3, R-8, Stat"
78.00,"[Sequencer] New Task, id_026, R-8, R-3, Stat"
79.68,"[Sequencer] New Task, id_027, R-4, D-2, Stat"
83.52,"[Sequencer] New Task, id_028, D-2, R-7, Stat"
85.92,"[Sequencer] New Task, id_029, R-4, R-3, Stat"
87.36,"[Sequencer] New Task, id_030, R-7, D-3, Normal"
90.00,"[Sequencer] New Task, id_031, R-8, D-2, Stat"
93.12,"[Sequencer] New Task, id_032, R-1, D-4, Normal"
96.72,"[Sequencer] New Task, id_033, D-1, R-5, Stat"
98.16,"[Sequencer] New Task, id_034, R-1, R-6, Normal"
101.28,"[Sequencer] New Task, id_035, R-2, D-4, Stat"
105.60,"[Sequencer] New Task, id_036, D-3, D-1, Normal"
107.28,"[Sequencer] New Task, id_037, R-6, R-3, Normal"
110.64,"[Sequencer] New Task, id_038, R-6, D-1, Normal"
112.08,"[Sequencer] New Task, id_039, R-4, R-1, Normal"
115.44,"[Sequencer] New Task, id_040, R-2, R-3, Stat"
119.76,"[Sequencer] New Task, id_041, R-2, D-2, Normal"
121.44,"[Sequencer] New Task, id_042, D-3, R-8, Normal"
123.60,"[Sequencer] New Task, id_043, R-7, R-4, Normal"
127.44,"[Sequencer] New Task, id_044, R-5, R-8, Stat"
130.32,"[Sequencer] New Task, id_045, D-1, R-8, Normal"
132.24,"[Sequencer] New Task, id_046, R-4, R-2, Stat"
133.44,"[Sequencer] New Task, id_047, D-2, D-1, Normal"
136.80,"[Sequencer] New Task, id_048, R-4, R-1, Normal"
140.64,"[Sequencer] New Task, id_049, D-3, R-1, Normal"
142.08,"[Sequencer] New Task, id_050, R-2, D-2, Normal"
144.24,"[Sequencer] New Task, id_051, D-3, R-8, Normal"
147.36,"[Sequencer] New Task, id_052, R-3, D-3, Stat"
149.28,"[Sequencer] New Task, id_053, R-8, R-7, Normal"
150.72,"[Sequencer] New Task, id_054, R-2, D-4, Stat"
153.12,"[Sequencer] New Task, id_055, R-7, R-8, Stat"
157.44,"[Sequencer] New Task, id_056, D-4, R-1, Normal"
158.64,"[Sequencer] New Task, id_057, R-7, R-6, Normal"
160.56,"[Sequencer] New Task, id_058, R-4, R-5, Stat"
162.24,"[Sequencer] New Task, id_059, R-7, R-3, Stat"
165.12,"[Sequencer] New Task, id_060, R-4, R-2, Stat"
169.20,"[Sequencer] New Task, id_061, D-1, R-2, Normal"
172.80,"[Sequencer] New Task, id_062, D-1, R-1, Normal"
176.88,"[Sequencer] New Task, id_063, R-4, R-3, Stat"
179.76,"[Sequencer] New Task, id_064, R-8, R-4, Stat"
180.96,"[Sequencer] New Task, id_065, R-5, D-1, Stat"
183.60,"[Sequencer] New Task, id_066, D-3, R-8, Normal"
185.53,"[Sequencer] New Task, id_067, R-5, R-4, Normal"
188.88,"[Sequencer] New Task, id_068, D-4, D-1, Normal"
192.72,"[Sequencer] New Task, id_069, R-6, R-1, Normal"
196.08,"[Sequencer] New Task, id_070, R-8, D-2, Normal"
197.28,"[Sequencer] New Task, id_071, D-1, R-2, Normal"
683.51,SIM_END
