timestamp,message
0.00,SIM_START
0.01,"[Sequencer] New Task, id_000, D-1, R-1, Stat"
0.69,"[Sequencer] New Task, id_001, D-2, R-2, Normal"
0.82,"[Sequencer] New Task, id_002, D-3, R-3, Stat"
0.96,"[Sequencer] New Task, id_003, D-4, R-4, Stat"
1.09,"[Sequencer] New Task, id_004, D-5, R-5, Normal"
1.28,"[Sequencer] New Task, id_005, D-6, R-6, Stat"
1.41,"[Sequencer] New Task, id_006, D-7, R-7, Stat"
1.54,"[Sequencer] New Task, id_007, D-8, R-8, Stat"
1.68,"[Sequencer] New Task, id_008, D-9, R-9, Normal"
1.82,"[Sequencer] New Task, id_009, D-10, R-10, Normal"
1.96,"[Sequencer] New Task, id_010, D-11, R-11, Normal"
2.09,"[Sequencer] New Task, id_011, D-12, R-12, Stat"
2.22,"[Sequencer] New Task, id_012, D-1, R-13, Stat"
2.35,"[Sequencer] New Task, id_013, D-2, R-14, Stat"
2.48,"[Sequencer] New Task, id_014, D-3, R-15, Normal"
2.62,"[Sequencer] New Task, id_015, D-4, R-16, Normal"
2.75,"[Sequencer] New Task, id_016, D-5, R-17, Normal"
2.88,"[Sequencer] New Task, id_017, D-6, R-18, Normal"
3.01,"[Sequencer] New Task, id_018, D-7, R-19, Stat"
3.14,"[Sequencer] New Task, id_019, D-8, R-20, Stat"
3.27,"[Sequencer] New Task, id_020, D-9, R-21, Stat"
3.40,"[Sequencer] New Task, id_021, D-10, R-22, Normal"
3.53,"[Sequencer] New Task, id_022, D-11, R-23, Stat"
3.67,"[Sequencer] New Task, id_023, D-12, R-24, Stat"
3.80,"[Sequencer] New Task, id_024, D-1, R-1, Stat"
3.93,"[Sequencer] New Task, id_025, D-2, R-2, Normal"
4.06,"[Sequencer] New Task, id_026, D-3, R-3, Normal"
4.19,"[Sequencer] New Task, id_027, D-4, R-4, Normal"
4.32,"[Sequencer] New Task, id_028, D-5, R-5, Normal"
4.45,"[Sequencer] New Task, id_029, D-6, R-6, Stat"
4.58,"[Sequencer] New Task, id_030, D-7, R-7, Stat"
4.71,"[Sequencer] New Task, id_031, D-8, R-8, Stat"
4.83,"[Sequencer] New Task, id_032, D-9, R-9, Normal"
4.96,"[Sequencer] New Task, id_033, D-10, R-10, Normal"
5.09,"[Sequencer] New Task, id_034, D-11, R-11, Normal"
5.21,"[Sequencer] New Task, id_035, D-12, R-12, Normal"
5.35,"[Sequencer] New Task, id_036, D-1, R-13, Normal"
5.47,"[Sequencer] New Task, id_037, D-2, R-14, Normal"
5.60,"[Sequencer] New Task, id_038, D-3, R-15, Normal"
5.74,"[Sequencer] New Task, id_039, D-4, R-16, Stat"
5.86,"[Sequencer] New Task, id_040, D-5, R-17, Normal"
6.06,"[Sequencer] New Task, id_041, D-6, R-18, Stat"
6.18,"[Sequencer] New Task, id_042, D-7, R-19, Stat"
6.33,"[Sequencer] New Task, id_043, D-8, R-20, Normal"
6.45,"[Sequencer] New Task, id_044, D-9, R-21, Stat"
6.58,"[Sequencer] New Task, id_045, D-10, R-22, Stat"
6.72,"[Sequencer] New Task, id_046, D-11, R-23, Normal"
6.84,"[Sequencer] New Task, id_047, D-12, R-24, Normal"
6.97,"[Sequencer] New Task, id_048, D-1, R-1, Stat"
7.11,"[Sequencer] New Task, id_049, D-2, R-2, Normal"
7.23,"[Sequencer] New Task, id_050, D-3, R-3, Normal"
7.37,"[Sequencer] New Task, id_051, D-4, R-4, Normal"
7.49,"[Sequencer] New Task, id_052, D-5, R-5, Stat"
7.62,"[Sequencer] New Task, id_053, D-6, R-6, Stat"
7.76,"[Sequencer] New Task, id_054, D-7, R-7, Stat"
7.89,"[Sequencer] New Task, id_055, D-8, R-8, Stat"
8.03,"[Sequencer] New Task, id_056, D-9, R-9, Normal"
8.16,"[Sequencer] New Task, id_057, D-10, R-10, Stat"
8.29,"[Sequencer] New Task, id_058, D-11, R-11, Normal"
8.42,"[Sequencer] New Task, id_059, D-12, R-12, Normal"
8.56,"[Sequencer] New Task, id_060, D-1, R-13, Stat"
8.69,"[Sequencer] New Task, id_061, D-2, R-14, Normal"
8.83,"[Sequencer] New Task, id_062, D-3, R-15, Normal"
8.95,"[Sequencer] New Task, id_063, D-4, R-16, Stat"
9.08,"[Sequencer] New Task, id_064, D-5, R-17, Stat"
9.20,"[Sequencer] New Task, id_065, D-6, R-18, Normal"
9.34,"[Sequencer] New Task, id_066, D-7, R-19, Normal"
9.47,"[Sequencer] New Task, id_067, D-8, R-20, Normal"
9.59,"[Sequencer] New Task, id_068, D-9, R-21, Normal"
9.72,"[Sequencer] New Task, id_069, D-10, R-22, Normal"
9.85,"[Sequencer] New Task, id_070, D-11, R-23, Normal"
9.98,"[Sequencer] New Task, id_071, D-12, R-24, Normal"
10.11,"[Sequencer] New Task, id_072, D-1, R-1, Stat"
10.24,"[Sequencer] New Task, id_073, D-2, R-2, Normal"
10.37,"[Sequencer] New Task, id_074, D-3, R-3, Normal"
10.50,"[Sequencer] New Task, id_075, D-4, R-4, Normal"
10.63,"[Sequencer] New Task, id_076, D-5, R-5, Normal"
10.76,"[Sequencer] New Task, id_077, D-6, R-6, Stat"
10.89,"[Sequencer] New Task, id_078, D-7, R-7, Normal"
11.02,"[Sequencer] New Task, id_079, D-8, R-8, Stat"
11.15,"[Sequencer] New Task, id_080, D-9, R-9, Stat"
11.28,"[Sequencer] New Task, id_081, D-10, R-10, Normal"
11.42,"[Sequencer] New Task, id_082, D-11, R-11, Stat"
11.54,"[Sequencer] New Task, id_083, D-12, R-12, Normal"
11.68,"[Sequencer] New Task, id_084, D-1, R-13, Normal"
11.80,"[Sequencer] New Task, id_085, D-2, R-14, Normal"
11.93,"[Sequencer] New Task, id_086, D-3, R-15, Stat"
12.06,"[Sequencer] New Task, id_087, D-4, R-16, Normal"
12.19,"[Sequencer] New Task, id_088, D-5, R-17, Normal"
12.33,"[Sequencer] New Task, id_089, D-6, R-18, Normal"
12.50,"[Sequencer] New Task, id_090, D-7, R-19, Normal"
12.63,"[Sequencer] New Task, id_091, D-8, R-20, Stat"
12.76,"[Sequencer] New Task, id_092, D-9, R-21, Normal"
12.89,"[Sequencer] New Task, id_093, D-10, R-22, Normal"
13.02,"[Sequencer] New Task, id_094, D-11, R-23, Normal"
13.15,"[Sequencer] New Task, id_095, D-12, R-24, Stat"
13.28,"[Sequencer] New Task, id_096, D-1, R-1, Normal"
13.41,"[Sequencer] New Task, id_097, D-2, R-2, Normal"
13.54,"[Sequencer] New Task, id_098, D-3, R-3, Normal"
13.67,"[Sequencer] New Task, id_099, D-4, R-4, Stat"
13.80,"[Sequencer] New Task, id_100, D-5, R-5, Stat"
13.93,"[Sequencer] New Task, id_101, D-6, R-6, Stat"
14.07,"[Sequencer] New Task, id_102, D-7, R-7, Normal"
14.20,"[Sequencer] New Task, id_103, D-8, R-8, Stat"
14.35,"[Sequencer] New Task, id_104, D-9, R-9, Stat"
14.50,"[Sequencer] New Task, id_105, D-10, R-10, Stat"
14.63,"[Sequencer] New Task, id_106, D-11, R-11, Normal"
14.77,"[Sequencer] New Task, id_107, D-12, R-12, Normal"
14.90,"[Sequencer] New Task, id_108, D-1, R-13, Normal"
15.03,"[Sequencer] New Task, id_109, D-2, R-14, Stat"
15.17,"[Sequencer] New Task, id_110, D-3, R-15, Normal"
15.30,"[Sequencer] New Task, id_111, D-4, R-16, Normal"
15.46,"[Sequencer] New Task, id_112, D-5, R-17, Normal"
15.58,"[Sequencer] New Task, id_113, D-6, R-18, Stat"
15.72,"[Sequencer] New Task, id_114, D-7, R-19, Normal"
15.87,"[Sequencer] New Task, id_115, D-8, R-20, Stat"
16.01,"[Sequencer] New Task, id_116, D-9, R-21, Stat"
16.15,"[Sequencer] New Task, id_117, D-10, R-22, Stat"
16.28,"[Sequencer] New Task, id_118, D-11, R-23, Normal"
16.41,"[Sequencer] New Task, id_119, D-12, R-24, Stat"
16.53,"[Sequencer] New Task, id_120, D-1, R-1, Stat"
16.67,"[Sequencer] New Task, id_121, D-2, R-2, Stat"
16.80,"[Sequencer] New Task, id_122, D-3, R-3, Normal"
