timestamp,message
0.00,SIM_START
0.01,"[Sequencer] New Task, id_000, D-1, R-1, Stat"
0.70,"[Sequencer] New Task, id_001, D-2, R-2, Normal"
0.79,"[Sequencer] New Task, id_002, D-3, R-3, Stat"
0.89,"[Sequencer] New Task, id_003, D-4, R-4, Stat"
0.97,"[Sequencer] New Task, id_004, D-5, R-5, Normal"
1.06,"[Sequencer] New Task, id_005, D-6, R-6, Stat"
1.15,"[Sequencer] New Task, id_006, D-7, R-7, Stat"
1.24,"[Sequencer] New Task, id_007, D-8, R-8, Stat"
1.35,"[Sequencer] New Task, id_008, D-9, R-9, Normal"
1.43,"[Sequencer] New Task, id_009, D-10, R-10, Normal"
1.52,"[Sequencer] New Task, id_010, D-11, R-11, Normal"
1.61,"[Sequencer] New Task, id_011, D-12, R-12, Stat"
1.70,"[Sequencer] New Task, id_012, D-1, R-13, Stat"
1.78,"[Sequencer] New Task, id_013, D-2, R-14, Stat"
1.88,"[Sequencer] New Task, id_014, D-3, R-15, Normal"
1.96,"[Sequencer] New Task, id_015, D-4, R-16, Normal"
2.05,"[Sequencer] New Task, id_016, D-5, R-17, Normal"
2.14,"[Sequencer] New Task, id_017, D-6, R-18, Normal"
2.23,"[Sequencer] New Task, id_018, D-7, R-19, Stat"
2.31,"[Sequencer] New Task, id_019, D-8, R-20, Stat"
2.40,"[Sequencer] New Task, id_020, D-9, R-21, Stat"
2.49,"[Sequencer] New Task, id_021, D-10, R-22, Normal"
2.57,"[Sequencer] New Task, id_022, D-11, R-23, Stat"
2.66,"[Sequencer] New Task, id_023, D-12, R-24, Stat"
2.75,"[Sequencer] New Task, id_024, D-1, R-1, Stat"
2.83,"[Sequencer] New Task, id_025, D-2, R-2, Normal"
2.92,"[Sequencer] New Task, id_026, D-3, R-3, Normal"
3.00,"[Sequencer] New Task, id_027, D-4, R-4, Normal"
3.10,"[Sequencer] New Task, id_028, D-5, R-5, Normal"
3.18,"[Sequencer] New Task, id_029, D-6, R-6, Stat"
3.27,"[Sequencer] New Task, id_030, D-7, R-7, Stat"
3.36,"[Sequencer] New Task, id_031, D-8, R-8, Stat"
3.44,"[Sequencer] New Task, id_032, D-9, R-9, Normal"
3.53,"[Sequencer] New Task, id_033, D-10, R-10, Normal"
3.62,"[Sequencer] New Task, id_034, D-11, R-11, Normal"
3.71,"[Sequencer] New Task, id_035, D-12, R-12, Normal"
3.80,"[Sequencer] New Task, id_036, D-1, R-13, Normal"
3.88,"[Sequencer] New Task, id_037, D-2, R-14, Normal"
3.97,"[Sequencer] New Task, id_038, D-3, R-15, Normal"
4.06,"[Sequencer] New Task, id_039, D-4, R-16, Stat"
4.15,"[Sequencer] New Task, id_040, D-5, R-17, Normal"
4.23,"[Sequencer] New Task, id_041, D-6, R-18, Stat"
4.31,"[Sequencer] New Task, id_042, D-7, R-19, Stat"
4.40,"[Sequencer] New Task, id_043, D-8, R-20, Normal"
4.49,"[Sequencer] New Task, id_044, D-9, R-21, Stat"
4.57,"[Sequencer] New Task, id_045, D-10, R-22, Stat"
4.66,"[Sequencer] New Task, id_046, D-11, R-23, Normal"
4.75,"[Sequencer] New Task, id_047, D-12, R-24, Normal"
4.84,"[Sequencer] New Task, id_048, D-1, R-1, Stat"
4.93,"[Sequencer] New Task, id_049, D-2, R-2, Normal"
5.01,"[Sequencer] New Task, id_050, D-3, R-3, Normal"
5.10,"[Sequencer] New Task, id_051, D-4, R-4, Normal"
5.18,"[Sequencer] New Task, id_052, D-5, R-5, Stat"
5.27,"[Sequencer] New Task, id_053, D-6, R-6, Stat"
5.36,"[Sequencer] New Task, id_054, D-7, R-7, Stat"
5.45,"[Sequencer] New Task, id_055, D-8, R-8, Stat"
5.57,"[Sequencer] New Task, id_056, D-9, R-9, Normal"
5.66,"[Sequencer] New Task, id_057, D-10, R-10, Stat"
5.75,"[Sequencer] New Task, id_058, D-11, R-11, Normal"
5.84,"[Sequencer] New Task, id_059, D-12, R-12, Normal"
5.92,"[Sequencer] New Task, id_060, D-1, R-13, Stat"
6.01,"[Sequencer] New Task, id_061, D-2, R-14, Normal"
6.10,"[Sequencer] New Task, id_062, D-3, R-15, Normal"
6.18,"[Sequencer] New Task, id_063, D-4, R-16, Stat"
6.26,"[Sequencer] New Task, id_064, D-5, R-17, Stat"
6.35,"[Sequencer] New Task, id_065, D-6, R-18, Normal"
6.43,"[Sequencer] New Task, id_066, D-7, R-19, Normal"
6.52,"[Sequencer] New Task, id_067, D-8, R-20, Normal"
6.61,"[Sequencer] New Task, id_068, D-9, R-21, Normal"
6.69,"[Sequencer] New Task, id_069, D-10, R-22, Normal"
6.78,"[Sequencer] New Task, id_070, D-11, R-23, Normal"
6.87,"[Sequencer] New Task, id_071, D-12, R-24, Normal"
6.95,"[Sequencer] New Task, id_072, D-1, R-1, Stat"
7.04,"[Sequencer] New Task, id_073, D-2, R-2, Normal"
7.12,"[Sequencer] New Task, id_074, D-3, R-3, Normal"
7.21,"[Sequencer] New Task, id_075, D-4, R-4, Normal"
7.30,"[Sequencer] New Task, id_076, D-5, R-5, Normal"
7.38,"[Sequencer] New Task, id_077, D-6, R-6, Stat"
7.47,"[Sequencer] New Task, id_078, D-7, R-7, Normal"
7.55,"[Sequencer] New Task, id_079, D-8, R-8, Stat"
7.63,"[Sequencer] New Task, id_080, D-9, R-9, Stat"
7.72,"[Sequencer] New Task, id_081, D-10, R-10, Normal"
7.81,"[Sequencer] New Task, id_082, D-11, R-11, Stat"
7.89,"[Sequencer] New Task, id_083, D-12, R-12, Normal"
8.02,"[Sequencer] New Task, id_084, D-1, R-13, Normal"
8.10,"[Sequencer] New Task, id_085, D-2, R-14, Normal"
8.19,"[Sequencer] New Task, id_086, D-3, R-15, Stat"
8.28,"[Sequencer] New Task, id_087, D-4, R-16, Normal"
8.36,"[Sequencer] New Task, id_088, D-5, R-17, Normal"
8.44,"[Sequencer] New Task, id_089, D-6, R-18, Normal"
8.53,"[Sequencer] New Task, id_090, D-7, R-19, Normal"
8.62,"[Sequencer] New Task, id_091, D-8, R-20, Stat"
8.71,"[Sequencer] New Task, id_092, D-9, R-21, Normal"
8.79,"[Sequencer] New Task, id_093, D-10, R-22, Normal"
8.88,"[Sequencer] New Task, id_094, D-11, R-23, Normal"
8.96,"[Sequencer] New Task, id_095, D-12, R-24, Stat"
9.05,"[Sequencer] New Task, id_096, D-1, R-1, Normal"
9.13,"[Sequencer] New Task, id_097, D-2, R-2, Normal"
9.22,"[Sequencer] New Task, id_098, D-3, R-3, Normal"
9.31,"[Sequencer] New Task, id_099, D-4, R-4, Stat"
9.40,"[Sequencer] New Task, id_100, D-5, R-5, Stat"
9.48,"[Sequencer] New Task, id_101, D-6, R-6, Stat"
9.57,"[Sequencer] New Task, id_102, D-7, R-7, Normal"
9.66,"[Sequencer] New Task, id_103, D-8, R-8, Stat"
9.75,"[Sequencer] New Task, id_104, D-9, R-9, Stat"
9.83,"[Sequencer] New Task, id_105, D-10, R-10, Stat"
9.91,"[Sequencer] New Task, id_106, D-11, R-11, Normal"
10.00,"[Sequencer] New Task, id_107, D-12, R-12, Normal"
10.09,"[Sequencer] New Task, id_108, D-1, R-13, Normal"
10.18,"[Sequencer] New Task, id_109, D-2, R-14, Stat"
10.27,"[Sequencer] New Task, id_110, D-3, R-15, Normal"
10.35,"[Sequencer] New Task, id_111, D-4, R-16, Normal"
10.43,"[Sequencer] New Task, id_112, D-5, R-17, Normal"
10.52,"[Sequencer] New Task, id_113, D-6, R-18, Stat"
10.60,"[Sequencer] New Task, id_114, D-7, R-19, Normal"
10.69,"[Sequencer] New Task, id_115, D-8, R-20, Stat"
10.78,"[Sequencer] New Task, id_116, D-9, R-21, Stat"
10.86,"[Sequencer] New Task, id_117, D-10, R-22, Stat"
10.94,"[Sequencer] New Task, id_118, D-11, R-23, Normal"
11.03,"[Sequencer] New Task, id_119, D-12, R-24, Stat"
11.12,"[Sequencer] New Task, id_120, D-1, R-1, Stat"
11.23,"[Sequencer] New Task, id_121, D-2, R-2, Stat"
11.32,"[Sequencer] New Task, id_122, D-3, R-3, Normal"
